,bedType,bed,roomType,view,tuan,master_room_type,,,,room_name,stt
Standart,Other,Other,Standart,Other,Standard,Other,,,,Standard Room With Aircon,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Standard Room With Balcony,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Standard Room With Bathtub,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Standard Room With Breakfast,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Standard Room With Breakfast (Smoking Room),2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Standard Room With Fan,2
pool ,Other,Other,Standart,Other,Standard,Other,,,,Standard Room With Free Minibar And Handy Phone,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Standard Room With Free Snack Bar 24hrs,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Standard Room With Private Shower ( Shared Toilet ),2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Standard Room With Queen Bed,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Room With Twin Beds,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Standard Room With Window,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Standard Room With Window And Balcony,2
share ,Other,Other,Standart,Other,Standard,Other,,,,Standard Room Without Tv,2
shared ,Other,Other,Standart,Other,Standard,Other,,,,Standard Room Without Window,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 Bedroom",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 Bedroom, Non Smoking",2
shared ,double ,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 Double Bed",2
Standart,double ,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 Double Bed (Shared Bathroom)",2
Standart,double ,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 Double Bed, Balcony",2
Standart,double ,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 Double Bed, No Windows",2
Standart,double ,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 Double Bed, Non Smoking",2
Standart,double single ,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 Double Or 2 Single Beds",2
Standart,double twin ,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 Double Or 2 Twin Beds",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 King Bed",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 King Bed, Corner",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 King Bed, Non Smoking",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 Queen Bed",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 Queen Bed (Merchant)",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 Queen Bed (Park)",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 Queen Bed (Quay)",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 Queen Bed (Window In Washroom)",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 Queen Bed (With Extra Benefits )",2
shared ,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 Queen Bed, Canal View",2
Standart,Other,Other,Standart,city ,Standard,Other,,,,"Standard Room, 1 Queen Bed, City View",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 Queen Bed, No Windows",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 Queen Bed, No Windows (Members Special)",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 Queen Bed, Non Smoking",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 Queen Bed, Shared Bathroom",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, 1 Queen Bed, Smoking",2
Standart,double ,Other,Standart,Other,Standard,Other,,,,"Standard Room, 2 Double Beds, Connecting Rooms",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, 2 Queen Beds, Non Smoking",2
Standart,single ,Other,Standart,Other,Standard,Other,,,,"Standard Room, 2 Single Beds, Non Smoking",2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,"Standard Room, 2 Twin Beds",2
Standart,twin single ,Other,Standart,Other,Standard,Other,,,,"Standard Room, 2 Twin Beds (2 Single Beds)",2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,"Standard Room, 2 Twin Beds, Canal View",2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,"Standard Room, 2 Twin Beds, Non Smoking",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, Balcony",2
Standart,Other,Other,Standart,city ,Standard,Other,,,,"Standard Room, Balcony, City View",2
Standart,Other,Other,Standart,city ,Standard,Other,,,,"Standard Room, City View",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, No View",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, No Windows",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, Non Smoking",2
Standart,Other,Other,Standart,city ,Standard,Other,,,,"Standard Room, Non Smoking, City View",2
Standart,Other,Other,Standart,city ,Standard,Other,,,,"Standard Room, Only City View On 2nd Or 3rd Floor",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, Pool View, Ground Floor",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, River View",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, Smoking",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, Terrace",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard Room, Window",2
pool ,Other,Other,Standart,Other,Standard,Other,,,,Standard Rooms,2
shared ,Other,Other,Standart,Other,Standard,Other,,,,Standard Sgl/Twn,2
shared ,Other,Other,Standart,Other,Standard,Other,,,,Standard Share Bathroom,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Standard Shared Bathroom,2
Standart,single double ,Other,Standart,Other,Standard,Other,,,,Standard Single Or Double Room,2
Standart,double ,Other,Standart,Other,Standard,Other,,,,Standard Small Double,2
Standart,double ,Other,Standart,Other,Standard,Other,,,,Standard Small Double With Shared Bathroom,2
Standart,single ,Other,Standart,Other,Standard,Other,,,,Standard Street View 2 Single Beds Include Breakfast,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Standard Street View King Bed  Include Breakfast,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Standard Super Saver,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Standard Tatami Room,2
shared ,Other,Other,Standart,Other,Standard,Other,,,,Standard Tower A,2
shared ,triple ,Other,Standart,Other,Standard,Other,,,,Standard Triple,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Standard Triple  Room ,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Standard Triple (No View),2
shared ,triple ,Other,Standart,Other,Standard,Other,,,,Standard Triple Bed,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Standard Triple Bed Room,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Standard Triple Loft Room,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Standard Triple No Window,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Standard Triple Room,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Standard Triple Room (3 Adults),2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Standard Triple Room (Price Per Room),2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Standard Triple Room With Shared Bathroom,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,"Standard Triple Room, 1 Bedroom, Refrigerator",2
Standart,triple twin ,Other,Standart,Other,Standard,Other,,,,"Standard Triple Room, 3 Twin Beds",2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,"Standard Triple Room, Multiple Beds",2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,"Standard Triple Room, Poolside",2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,"Standard Triple Room, Private Bathroom",2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin - Bunk Bed,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin - Bunk Bed With No Window,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin - No Window,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin Bed,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin Bed - No Window,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin Bed (No Window),2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin Bed Hot Deal,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin Bed No Window,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin Bed Room,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin Bed With Window,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin No Window,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin Non-Smoking,2
Standart,twin single ,Other,Standart,Other,Standard,Other,,,,Standard Twin Room (2 Single Bed),2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin Room (2 Super Singles),2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin Room (Free One Way Airport Pick-Up),2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin Room (No Window),2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin Room 02,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin Room Hot Deal,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin Room River View,2
Standart,twin ,Other,Standart,city ,Standard,Other,,,,Standard Twin Room With City View,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin Room With Pool View,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin Room With Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,"Standard Twin Room With Shared Bathroom, Without Window",2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,"Standard Twin Room, 2 Bedrooms, Smoking",2
Standart,twin single ,Other,Standart,Other,Standard,Other,,,,"Standard Twin Room, 2 Single Beds",2
Standart,twin twin ,Other,Standart,Other,Standard,Other,,,,"Standard Twin Room, 2 Twin Beds",2
Standart,twin twin ,Other,Standart,city ,Standard,Other,,,,"Standard Twin Room, 2 Twin Beds, City View",2
Standart,twin twin ,Other,Standart,Other,Standard,Other,,,,"Standard Twin Room, 2 Twin Beds, No Windows",2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,"Standard Twin Room, No View",2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,"Standard Twin Room, No Windows",2
Standart,twin ,Other,Standart,city ,Standard,Other,,,,"Standard Twin Room, Non Smoking, City View",2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,"Standard Twin Room, Shared Bathroom",2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin Room( Shared Bathroom ),2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin With Balcony,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin With Breakfast,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin With Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Standard Twin With Window,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Standard V,2
family ,Other,Other,Standart,Other,Standard,Other,,,,Standard View Room,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Standard Window,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Standard With 1 King Bed,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Standard With Breakfast,2
Standart,double ,Other,Standart,Other,Standard,Other,,,,Standard With Breakfast Double Bed,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Standard With Window,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard, No Kitchen",2
Standart,Other,Other,Standart,city ,Standard,Other,,,,"Standard, Only City View On 1st Floor",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard, Only Front View  On  2nd  &Amp; 3rd Floor",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Standard, With Kitchen",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Star,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Stardard Room,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Stardard Room C,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Stilt House,2
Standart,double ,Other,Standart,Other,Standard,Other,,,,Stylish Double Room,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Stylish Duo Room,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Suasana Suites 2 Bedrooms,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Suasana Suites 3 Bedrooms,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Sukhothai Suites - Breakfast Included,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Sukhothai Suites - Breakfast Included Non Refundable,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Sultan Room,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Supeior King Room With Round Bed,2
Standart,double ,Other,Standart,Other,Standard,Other,,,,Super Double,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Super Twin Room,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Sweet,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Sweet Room,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Swiss Advantage Room,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,"Swiss Advantage Room, 1 King Bed, Non Smoking",2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,"Swiss Advantage Room, 2 Twin Beds, Non Smoking",2
Standart,Other,Other,Standart,city ,Standard,Other,,,,"Swiss Advantage Room, City View",2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Swiss Premier Room,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,T Room,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Take Me To The Garden,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Tamarind Sweet Twin Room,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Tatami Bad,2
Standart,double ,Other,Standart,Other,Standard,Other,,,,Tatami Double,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Tatami Room,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Terrace Garden View,2
shared ,Other,Other,Standart,Other,Standard,Other,,,,Terrace Room,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Thai Style,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,The Garden,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,The Level,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,The Level Room,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,The Loft,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,The Moonlight,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,The Nest,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,The Oriental Room (3d),2
Standart,Other,Other,Standart,Other,Standard,Other,,,,The Pillars One Bedroom Residences,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,The Reading,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,The Sandpipers Family Nest,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,The Standard,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,The Standard - Queen,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,The Standard (No Window),2
Standart,Other,Other,Standart,Other,Standard,Other,,,,The Straits Room,2
shared ,Other,Other,Standart,Other,Standard,Other,,,,The Stripe Room (3b),2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Theme Room,2
Standart,double ,Other,Standart,Other,Standard,Other,,,,Themed Double,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Themed Room,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Three Bedroom,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Three Bedroom Residensi,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Times Standard,2
Standart,Other,Other,Standart,city ,Standard,Other,,,,Tonson City View,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Topfloor 1 Bedroom,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Tower,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Tower View King,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Towers View,2
Standart,Other,Other,Standart,Other,Standard,Other,,,,Towers View + Breakfast,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Traders Twin Tower View,2
shared ,Other,Other,Standart,Other,Standard,Other,,,,Trendy,2
Standart,double ,Other,Standart,Other,Standard,Other,,,,Trendy Double,2
Standart,double ,Other,Standart,Other,Standard,Other,,,,Trendy Room Double - Building B,2
shared ,Other,Other,Standart,Other,Standard,Other,,,,Trio,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple,2
Standart,triple double single ,Other,Standart,Other,Standard,Other,,,,Triple - 1 Double + 1 Single Bed,2
Standart,triple double single ,Other,Standart,Other,Standard,Other,,,,Triple - 1 Double Bed + 1 Single Bed,2
Standart,triple double single ,Other,Standart,Other,Standard,Other,,,,Triple - 1 Double Bed 1 Single Rollaway Bed,2
Standart,triple single ,Other,Standart,Other,Standard,Other,,,,Triple - 2 Single Beds + 1 Extra Bed,2
Standart,triple single ,Other,Standart,Other,Standard,Other,,,,Triple - 3 Single Beds,2
Standart,triple single ,Other,Standart,Other,Standard,Other,,,,Triple - 3 Single Beds Non-Smoking,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple - Bunk Bed Style,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple (3 Adults),2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple (No Window),2
Standart,triple single ,Other,Standart,Other,Standard,Other,,,,Triple 3 Single,2
Standart,triple single ,Other,Standart,Other,Standard,Other,,,,Triple 3 Single Beds,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,"Triple Alcove, Non-Private Bathroom",2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple Bay View,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple Bed,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple Bed With Shared Bathroom,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple Bedroom,2
Standart,triple ,Other,Standart,city ,Standard,Other,,,,Triple City View,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple Guest Room,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple Malaysian,2
shared ,triple ,Other,Standart,Other,Standard,Other,,,,Triple My,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple Private,2
Standart,triple double single ,Other,Standart,Other,Standard,Other,,,,Triple Room - 1 Double + 1 Single,2
Standart,triple double single ,Other,Standart,Other,Standard,Other,,,,Triple Room - 1 Double Bed + 1 Single Bed,2
Standart,triple single ,Other,Standart,Other,Standard,Other,,,,Triple Room - 3 Single Beds,2
shared ,triple ,Other,Standart,Other,Standard,Other,,,,Triple Room - Balcony,2
shared ,triple ,Other,Standart,city ,Standard,Other,,,,Triple Room - City View,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple Room - Grand,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple Room - Loft,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple Room - Non-Smoking,2
shared ,triple ,Other,Standart,park,Standard,Other,,,,Triple Room - Park View,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple Room - Shared Bath,2
Standart,triple single ,Other,Standart,Other,Standard,Other,,,,Triple Room (1 Queen + 1 Super Single),2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple Room (3 Adults),2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple Room (Hanoian Beauty),2
Standart,triple ,Other,Standart,city ,Standard,Other,,,,Triple Room (Hanoian City Life),2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple Room (Max 3 Pax),2
share ,triple ,Other,Standart,Other,Standard,Other,,,,Triple Room (No Window),2
shared ,triple ,Other,Standart,Other,Standard,Other,,,,Triple Room (With Large Window),2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple Room (With Private Bathroom),2
shared ,triple ,Other,Standart,Other,Standard,Other,,,,Triple Room (Without Window),2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple Room For 3 People,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple Room For 3 People - Non-Smoking,2
share ,triple ,Other,Standart,Other,Standard,Other,,,,Triple Room No Window,2
shared ,triple ,Other,Standart,Other,Standard,Other,,,,Triple Room With Balcony,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple Room With Bunk Bed And Shared Bathroom,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple Room With No Window,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple Room With Private Bathroom,2
share ,triple ,Other,Standart,Other,Standard,Other,,,,Triple Room With Shared Bathroom,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple Room With Shower,2
shared ,triple ,Other,Standart,Other,Standard,Other,,,,Triple Room With Window,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,"Triple Room, 1 Bedroom, Non Smoking, Lakeside",2
shared ,triple ,Other,Standart,Other,Standard,Other,,,,"Triple Room, 1 King Bed",2
shared ,triple ,Other,Standart,Other,Standard,Other,,,,"Triple Room, 2 Bedrooms",2
shared ,triple single ,Other,Standart,Other,Standard,Other,,,,"Triple Room, 3 Single Beds",2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,"Triple Room, Balcony",2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,"Triple Room, Bathtub",2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,"Triple Room, Multiple Beds",2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,"Triple Room, No View",2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,"Triple Room, Private Bathroom",2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple Standard,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple With View,2
Standart,triple ,Other,Standart,Other,Standard,Other,,,,Triple With Window,2
Standart,twin double ,Other,Standart,Other,Standard,Other,,,,Twin - 2 Double Beds,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin - Bedroom,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin - Hollywood Style Bed,2
shared ,twin ,Other,Standart,Other,Standard,Other,,,,Twin - Japanese Style,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin - Private Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin - Private Room,2
share ,twin ,Other,Standart,Other,Standard,Other,,,,Twin - Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin - Smoking,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin (Bunk Bed Type),2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin (Free Pickup),2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin (No Window),2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin (Shared Bathroom),2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin (With Fan And Shared Bathroom),2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Alcove Cosy,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Balcony,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Bed,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Bed - Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Bed (With Window),2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Bed Balcony,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Bed No Window,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Bed Overwater Pavilion,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Bed Private,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Bed Private Room,2
shared ,twin ,Other,Standart,Other,Standard,Other,,,,Twin Bed Private Share Bathroom,2
shared ,twin ,Other,Standart,Other,Standard,Other,,,,Twin Bed Private With Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Bed Room,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Bed Room - Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Bed Room (Bunk Bed),2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Bed Room With Private Bathroom,2
shared ,twin ,Other,Standart,Other,Standard,Other,,,,Twin Bed With Fan&Amp,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Bed With Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Bed With Window,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Beds In 18-Bed Mixed Room,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Beds Room,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Beds Share Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Bunk Bed Room,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Bunk Bed With Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Bunk Private,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Bunk Private Room (Shared Bathroom),2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,"Twin Bunk Private Room, Shared Bathroom",2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Bunk Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Business,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Chalet,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Chic,2
Standart,twin ,Other,Standart,city ,Standard,Other,,,,Twin City View,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Comfy Room,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Cosmo,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Courtyard,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Cozy,2
Standart,twin ,Other,Standart,city ,Standard,Other,,,,Twin Days City View,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Dorsett,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Economy,2
shared ,twin ,Other,Standart,Other,Standard,Other,,,,Twin Economy With Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Ensuite,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Express Room Standard Without Window,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Fan Share Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Grand,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Grand Room,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Guest Room,2
Standart,twin ,Other,Standart,Other,Standard,Other,,,,Twin Guest Room Hilton Plus,2
shared ,twin ,Other,Standart,Other,Standard,Other,,,,Twin Heliconia,2
