,bedType,bed,roomType,view,master_room_type,,,room_name,stt
Standart,twin ,Other,Standart,Other,Standard,,,"Standard Room, 2 Twin Beds, Non Smoking",2
Standart,Other,Other,Standart,Other,Standard,,,"Standard Room, Balcony",2
Standart,Other,Other,Standart,city ,Standard,,,"Standard Room, Balcony, City View",2
Standart,Other,Other,Standart,city ,Standard,,,"Standard Room, City View",2
Standart,Other,Other,Standart,Other,Standard,,,"Standard Room, No View",2
Standart,Other,Other,Standart,Other,Standard,,,"Standard Room, No Windows",2
Standart,Other,Other,Standart,Other,Standard,,,"Standard Room, Non Smoking",2
Standart,Other,Other,Standart,city ,Standard,,,"Standard Room, Non Smoking, City View",2
Standart,Other,Other,Standart,city ,Standard,,,"Standard Room, Only City View On 2nd Or 3rd Floor",2
pool ,Other,Other,Standart,Other,Standard,,,"Standard Room, Pool View, Ground Floor",2
Standart,Other,Other,Standart,Other,Standard,,,"Standard Room, River View",2
Standart,Other,Other,Standart,Other,Standard,,,"Standard Room, Smoking",2
Standart,Other,Other,Standart,Other,Standard,,,"Standard Room, Terrace",2
Standart,Other,Other,Standart,Other,Standard,,,"Standard Room, Window",2
Standart,Other,Other,Standart,Other,Standard,,,Standard Rooms,2
Standart,Other,Other,Standart,Other,Standard,,,Standard Sgl/Twn,2
share ,Other,Other,Standart,Other,Standard,,,Standard Share Bathroom,2
shared ,Other,Other,Standart,Other,Standard,,,Standard Shared Bathroom,2
Standart,single double ,Other,Standart,Other,Standard,,,Standard Single Or Double Room,2
Standart,double ,Other,Standart,Other,Standard,,,Standard Small Double,2
shared ,double ,Other,Standart,Other,Standard,,,Standard Small Double With Shared Bathroom,2
Standart,single ,Other,Standart,Other,Standard,,,Standard Street View 2 Single Beds Include Breakfast,2
Standart,Other,Other,Standart,Other,Standard,,,Standard Street View King Bed  Include Breakfast,2
Standart,Other,Other,Standart,Other,Standard,,,Standard Super Saver,2
Standart,Other,Other,Standart,Other,Standard,,,Standard Tatami Room,2
Standart,Other,Other,Standart,Other,Standard,,,Standard Tower A,2
Standart,triple ,Other,Standart,Other,Standard,,,Standard Triple,2
Standart,triple ,Other,Standart,Other,Standard,,,Standard Triple  Room ,2
Standart,triple ,Other,Standart,Other,Standard,,,Standard Triple (No View),2
Standart,triple ,Other,Standart,Other,Standard,,,Standard Triple Bed,2
Standart,triple ,Other,Standart,Other,Standard,,,Standard Triple Bed Room,2
Standart,triple ,Other,Standart,Other,Standard,,,Standard Triple Loft Room,2
Standart,triple ,Other,Standart,Other,Standard,,,Standard Triple No Window,2
Standart,triple ,Other,Standart,Other,Standard,,,Standard Triple Room,2
Standart,triple ,Other,Standart,Other,Standard,,,Standard Triple Room (3 Adults),2
Standart,triple ,Other,Standart,Other,Standard,,,Standard Triple Room (Price Per Room),2
shared ,triple ,Other,Standart,Other,Standard,,,Standard Triple Room With Shared Bathroom,2
Standart,triple ,Other,Standart,Other,Standard,,,"Standard Triple Room, 1 Bedroom, Refrigerator",2
Standart,triple twin ,Other,Standart,Other,Standard,,,"Standard Triple Room, 3 Twin Beds",2
Standart,triple ,Other,Standart,Other,Standard,,,"Standard Triple Room, Multiple Beds",2
Standart,triple ,Other,Standart,Other,Standard,,,"Standard Triple Room, Poolside",2
Standart,triple ,Other,Standart,Other,Standard,,,"Standard Triple Room, Private Bathroom",2
Standart,twin ,Other,Standart,Other,Standard,,,Standard Twin,2
Standart,twin ,Other,Standart,Other,Standard,,,Standard Twin - Bunk Bed,2
Standart,twin ,Other,Standart,Other,Standard,,,Standard Twin - Bunk Bed With No Window,2
Standart,twin ,Other,Standart,Other,Standard,,,Standard Twin - No Window,2
Standart,twin ,Other,Standart,Other,Standard,,,Standard Twin Bed,2
Standart,twin ,Other,Standart,Other,Standard,,,Standard Twin Bed - No Window,2
Standart,twin ,Other,Standart,Other,Standard,,,Standard Twin Bed (No Window),2
Standart,twin ,Other,Standart,Other,Standard,,,Standard Twin Bed Hot Deal,2
Standart,twin ,Other,Standart,Other,Standard,,,Standard Twin Bed No Window,2
Standart,twin ,Other,Standart,Other,Standard,,,Standard Twin Bed Room,2
Standart,twin ,Other,Standart,Other,Standard,,,Standard Twin Bed With Window,2
Standart,twin ,Other,Standart,Other,Standard,,,Standard Twin No Window,2
Standart,twin ,Other,Standart,Other,Standard,,,Standard Twin Non-Smoking,2
Standart,twin single ,Other,Standart,Other,Standard,,,Standard Twin Room (2 Single Bed),2
Standart,twin ,Other,Standart,Other,Standard,,,Standard Twin Room (2 Super Singles),2
Standart,twin ,Other,Standart,Other,Standard,,,Standard Twin Room (Free One Way Airport Pick-Up),2
Standart,twin ,Other,Standart,Other,Standard,,,Standard Twin Room (No Window),2
Standart,twin ,Other,Standart,Other,Standard,,,Standard Twin Room 02,2
Standart,twin ,Other,Standart,Other,Standard,,,Standard Twin Room Hot Deal,2
Standart,twin ,Other,Standart,Other,Standard,,,Standard Twin Room River View,2
Standart,twin ,Other,Standart,city ,Standard,,,Standard Twin Room With City View,2
pool ,twin ,Other,Standart,Other,Standard,,,Standard Twin Room With Pool View,2
shared ,twin ,Other,Standart,Other,Standard,,,Standard Twin Room With Shared Bathroom,2
shared ,twin ,Other,Standart,Other,Standard,,,"Standard Twin Room With Shared Bathroom, Without Window",2
Standart,twin ,Other,Standart,Other,Standard,,,"Standard Twin Room, 2 Bedrooms, Smoking",2
Standart,twin single ,Other,Standart,Other,Standard,,,"Standard Twin Room, 2 Single Beds",2
Standart,twin twin ,Other,Standart,Other,Standard,,,"Standard Twin Room, 2 Twin Beds",2
Standart,twin twin ,Other,Standart,city ,Standard,,,"Standard Twin Room, 2 Twin Beds, City View",2
Standart,twin twin ,Other,Standart,Other,Standard,,,"Standard Twin Room, 2 Twin Beds, No Windows",2
Standart,twin ,Other,Standart,Other,Standard,,,"Standard Twin Room, No View",2
Standart,twin ,Other,Standart,Other,Standard,,,"Standard Twin Room, No Windows",2
Standart,twin ,Other,Standart,city ,Standard,,,"Standard Twin Room, Non Smoking, City View",2
shared ,twin ,Other,Standart,Other,Standard,,,"Standard Twin Room, Shared Bathroom",2
shared ,twin ,Other,Standart,Other,Standard,,,Standard Twin Room( Shared Bathroom ),2
Standart,twin ,Other,Standart,Other,Standard,,,Standard Twin With Balcony,2
Standart,twin ,Other,Standart,Other,Standard,,,Standard Twin With Breakfast,2
shared ,twin ,Other,Standart,Other,Standard,,,Standard Twin With Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,,,Standard Twin With Window,2
Standart,Other,Other,Standart,Other,Standard,,,Standard V,2
Standart,Other,Other,Standart,Other,Standard,,,Standard View Room,2
Standart,Other,Other,Standart,Other,Standard,,,Standard Window,2
Standart,Other,Other,Standart,Other,Standard,,,Standard With 1 King Bed,2
Standart,Other,Other,Standart,Other,Standard,,,Standard With Breakfast,2
Standart,double ,Other,Standart,Other,Standard,,,Standard With Breakfast Double Bed,2
Standart,Other,Other,Standart,Other,Standard,,,Standard With Window,2
Standart,Other,Other,Standart,Other,Standard,,,"Standard, No Kitchen",2
Standart,Other,Other,Standart,city ,Standard,,,"Standard, Only City View On 1st Floor",2
Standart,Other,Other,Standart,Other,Standard,,,"Standard, Only Front View  On  2nd  &Amp; 3rd Floor",2
Standart,Other,Other,Standart,Other,Standard,,,"Standard, With Kitchen",2
Standart,Other,Other,Standart,Other,Standard,,,Star,2
Standart,Other,Other,Standart,Other,Standard,,,Stardard Room,2
Standart,Other,Other,Standart,Other,Standard,,,Stardard Room C,2
Standart,Other,Other,Standart,Other,Standard,,,Stilt House,2
Standart,double ,Other,Standart,Other,Standard,,,Stylish Double Room,2
Standart,Other,Other,Standart,Other,Standard,,,Stylish Duo Room,2
Standart,Other,Other,Standart,Other,Standard,,,Suasana Suites 2 Bedrooms,2
Standart,Other,Other,Standart,Other,Standard,,,Suasana Suites 3 Bedrooms,2
Standart,Other,Other,Standart,Other,Standard,,,Sukhothai Suites - Breakfast Included,2
Standart,Other,Other,Standart,Other,Standard,,,Sukhothai Suites - Breakfast Included Non Refundable,2
Standart,Other,Other,Standart,Other,Standard,,,Sultan Room,2
Standart,Other,Other,Standart,Other,Standard,,,Supeior King Room With Round Bed,2
Standart,double ,Other,Standart,Other,Standard,,,Super Double,2
Standart,twin ,Other,Standart,Other,Standard,,,Super Twin Room,2
Standart,Other,Other,Standart,Other,Standard,,,Sweet,2
Standart,Other,Other,Standart,Other,Standard,,,Sweet Room,2
Standart,Other,Other,Standart,Other,Standard,,,Swiss Advantage Room,2
Standart,Other,Other,Standart,Other,Standard,,,"Swiss Advantage Room, 1 King Bed, Non Smoking",2
Standart,twin ,Other,Standart,Other,Standard,,,"Swiss Advantage Room, 2 Twin Beds, Non Smoking",2
Standart,Other,Other,Standart,city ,Standard,,,"Swiss Advantage Room, City View",2
Standart,Other,Other,Standart,Other,Standard,,,Swiss Premier Room,2
Standart,Other,Other,Standart,Other,Standard,,,T Room,2
Standart,Other,Other,Standart,Other,Standard,,,Take Me To The Garden,2
Standart,twin ,Other,Standart,Other,Standard,,,Tamarind Sweet Twin Room,2
Standart,Other,Other,Standart,Other,Standard,,,Tatami Bad,2
Standart,double ,Other,Standart,Other,Standard,,,Tatami Double,2
Standart,Other,Other,Standart,Other,Standard,,,Tatami Room,2
Standart,Other,Other,Standart,Other,Standard,,,Terrace Garden View,2
Standart,Other,Other,Standart,Other,Standard,,,Terrace Room,2
Standart,Other,Other,Standart,Other,Standard,,,Thai Style,2
Standart,Other,Other,Standart,Other,Standard,,,The Garden,2
Standart,Other,Other,Standart,Other,Standard,,,The Level,2
Standart,Other,Other,Standart,Other,Standard,,,The Level Room,2
Standart,Other,Other,Standart,Other,Standard,,,The Loft,2
Standart,Other,Other,Standart,Other,Standard,,,The Moonlight,2
Standart,Other,Other,Standart,Other,Standard,,,The Nest,2
Standart,Other,Other,Standart,Other,Standard,,,The Oriental Room (3d),2
Standart,Other,Other,Standart,Other,Standard,,,The Pillars One Bedroom Residences,2
Standart,Other,Other,Standart,Other,Standard,,,The Reading,2
family ,Other,Other,Standart,Other,Standard,,,The Sandpipers Family Nest,2
Standart,Other,Other,Standart,Other,Standard,,,The Standard,2
Standart,Other,Other,Standart,Other,Standard,,,The Standard - Queen,2
Standart,Other,Other,Standart,Other,Standard,,,The Standard (No Window),2
Standart,Other,Other,Standart,Other,Standard,,,The Straits Room,2
Standart,Other,Other,Standart,Other,Standard,,,The Stripe Room (3b),2
Standart,Other,Other,Standart,Other,Standard,,,Theme Room,2
Standart,double ,Other,Standart,Other,Standard,,,Themed Double,2
Standart,Other,Other,Standart,Other,Standard,,,Themed Room,2
Standart,Other,Other,Standart,Other,Standard,,,Three Bedroom,2
Standart,Other,Other,Standart,Other,Standard,,,Three Bedroom Residensi,2
Standart,Other,Other,Standart,Other,Standard,,,Times Standard,2
Standart,Other,Other,Standart,city ,Standard,,,Tonson City View,2
Standart,Other,Other,Standart,Other,Standard,,,Topfloor 1 Bedroom,2
Standart,Other,Other,Standart,Other,Standard,,,Tower,2
Standart,Other,Other,Standart,Other,Standard,,,Tower View King,2
Standart,Other,Other,Standart,Other,Standard,,,Towers View,2
Standart,Other,Other,Standart,Other,Standard,,,Towers View + Breakfast,2
Standart,twin ,Other,Standart,Other,Standard,,,Traders Twin Tower View,2
Standart,Other,Other,Standart,Other,Standard,,,Trendy,2
Standart,double ,Other,Standart,Other,Standard,,,Trendy Double,2
Standart,double ,Other,Standart,Other,Standard,,,Trendy Room Double - Building B,2
Standart,Other,Other,Standart,Other,Standard,,,Trio,2
Standart,triple ,Other,Standart,Other,Standard,,,Triple,2
Standart,triple double single ,Other,Standart,Other,Standard,,,Triple - 1 Double + 1 Single Bed,2
Standart,triple double single ,Other,Standart,Other,Standard,,,Triple - 1 Double Bed + 1 Single Bed,2
Standart,triple double single ,Other,Standart,Other,Standard,,,Triple - 1 Double Bed 1 Single Rollaway Bed,2
Standart,triple single ,Other,Standart,Other,Standard,,,Triple - 2 Single Beds + 1 Extra Bed,2
Standart,triple single ,Other,Standart,Other,Standard,,,Triple - 3 Single Beds,2
Standart,triple single ,Other,Standart,Other,Standard,,,Triple - 3 Single Beds Non-Smoking,2
Standart,triple ,Other,Standart,Other,Standard,,,Triple - Bunk Bed Style,2
Standart,triple ,Other,Standart,Other,Standard,,,Triple (3 Adults),2
Standart,triple ,Other,Standart,Other,Standard,,,Triple (No Window),2
Standart,triple single ,Other,Standart,Other,Standard,,,Triple 3 Single,2
Standart,triple single ,Other,Standart,Other,Standard,,,Triple 3 Single Beds,2
Standart,triple ,Other,Standart,Other,Standard,,,"Triple Alcove, Non-Private Bathroom",2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Bay View,2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Bed,2
shared ,triple ,Other,Standart,Other,Standard,,,Triple Bed With Shared Bathroom,2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Bedroom,2
Standart,triple ,Other,Standart,city ,Standard,,,Triple City View,2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Guest Room,2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Malaysian,2
Standart,triple ,Other,Standart,Other,Standard,,,Triple My,2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Private,2
Standart,triple double single ,Other,Standart,Other,Standard,,,Triple Room - 1 Double + 1 Single,2
Standart,triple double single ,Other,Standart,Other,Standard,,,Triple Room - 1 Double Bed + 1 Single Bed,2
Standart,triple single ,Other,Standart,Other,Standard,,,Triple Room - 3 Single Beds,2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Room - Balcony,2
Standart,triple ,Other,Standart,city ,Standard,,,Triple Room - City View,2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Room - Grand,2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Room - Loft,2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Room - Non-Smoking,2
Standart,triple ,Other,Standart,park,Standard,,,Triple Room - Park View,2
shared ,triple ,Other,Standart,Other,Standard,,,Triple Room - Shared Bath,2
Standart,triple single ,Other,Standart,Other,Standard,,,Triple Room (1 Queen + 1 Super Single),2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Room (3 Adults),2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Room (Hanoian Beauty),2
Standart,triple ,Other,Standart,city ,Standard,,,Triple Room (Hanoian City Life),2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Room (Max 3 Pax),2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Room (No Window),2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Room (With Large Window),2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Room (With Private Bathroom),2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Room (Without Window),2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Room For 3 People,2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Room For 3 People - Non-Smoking,2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Room No Window,2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Room With Balcony,2
shared ,triple ,Other,Standart,Other,Standard,,,Triple Room With Bunk Bed And Shared Bathroom,2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Room With No Window,2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Room With Private Bathroom,2
shared ,triple ,Other,Standart,Other,Standard,,,Triple Room With Shared Bathroom,2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Room With Shower,2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Room With Window,2
Standart,triple ,Other,Standart,Other,Standard,,,"Triple Room, 1 Bedroom, Non Smoking, Lakeside",2
Standart,triple ,Other,Standart,Other,Standard,,,"Triple Room, 1 King Bed",2
Standart,triple ,Other,Standart,Other,Standard,,,"Triple Room, 2 Bedrooms",2
Standart,triple single ,Other,Standart,Other,Standard,,,"Triple Room, 3 Single Beds",2
Standart,triple ,Other,Standart,Other,Standard,,,"Triple Room, Balcony",2
Standart,triple ,Other,Standart,Other,Standard,,,"Triple Room, Bathtub",2
Standart,triple ,Other,Standart,Other,Standard,,,"Triple Room, Multiple Beds",2
Standart,triple ,Other,Standart,Other,Standard,,,"Triple Room, No View",2
Standart,triple ,Other,Standart,Other,Standard,,,"Triple Room, Private Bathroom",2
Standart,triple ,Other,Standart,Other,Standard,,,Triple Standard,2
Standart,triple ,Other,Standart,Other,Standard,,,Triple With View,2
Standart,triple ,Other,Standart,Other,Standard,,,Triple With Window,2
Standart,twin double ,Other,Standart,Other,Standard,,,Twin - 2 Double Beds,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin - Bedroom,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin - Hollywood Style Bed,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin - Japanese Style,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin - Private Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin - Private Room,2
shared ,twin ,Other,Standart,Other,Standard,,,Twin - Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin - Smoking,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin (Bunk Bed Type),2
Standart,twin ,Other,Standart,Other,Standard,,,Twin (Free Pickup),2
Standart,twin ,Other,Standart,Other,Standard,,,Twin (No Window),2
shared ,twin ,Other,Standart,Other,Standard,,,Twin (Shared Bathroom),2
shared ,twin ,Other,Standart,Other,Standard,,,Twin (With Fan And Shared Bathroom),2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Alcove Cosy,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Balcony,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Bed,2
shared ,twin ,Other,Standart,Other,Standard,,,Twin Bed - Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Bed (With Window),2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Bed Balcony,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Bed No Window,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Bed Overwater Pavilion,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Bed Private,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Bed Private Room,2
share ,twin ,Other,Standart,Other,Standard,,,Twin Bed Private Share Bathroom,2
shared ,twin ,Other,Standart,Other,Standard,,,Twin Bed Private With Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Bed Room,2
shared ,twin ,Other,Standart,Other,Standard,,,Twin Bed Room - Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Bed Room (Bunk Bed),2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Bed Room With Private Bathroom,2
share ,twin ,Other,Standart,Other,Standard,,,Twin Bed With Fan&Amp,2
shared ,twin ,Other,Standart,Other,Standard,,,Twin Bed With Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Bed With Window,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Beds In 18-Bed Mixed Room,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Beds Room,2
share ,twin ,Other,Standart,Other,Standard,,,Twin Beds Share Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Bunk Bed Room,2
shared ,twin ,Other,Standart,Other,Standard,,,Twin Bunk Bed With Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Bunk Private,2
shared ,twin ,Other,Standart,Other,Standard,,,Twin Bunk Private Room (Shared Bathroom),2
shared ,twin ,Other,Standart,Other,Standard,,,"Twin Bunk Private Room, Shared Bathroom",2
shared ,twin ,Other,Standart,Other,Standard,,,Twin Bunk Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Business,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Chalet,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Chic,2
Standart,twin ,Other,Standart,city ,Standard,,,Twin City View,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Comfy Room,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Cosmo,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Courtyard,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Cozy,2
Standart,twin ,Other,Standart,city ,Standard,,,Twin Days City View,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Dorsett,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Economy,2
shared ,twin ,Other,Standart,Other,Standard,,,Twin Economy With Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Ensuite,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Express Room Standard Without Window,2
share ,twin ,Other,Standart,Other,Standard,,,Twin Fan Share Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Grand,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Grand Room,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Guest Room,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Guest Room Hilton Plus,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Heliconia,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Hilton Guestroom Plus,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Inner,2
Standart,twin twin ,Other,Standart,Other,Standard,,,Twin Kokomate - Twin,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Malaysian,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Marina View,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin My,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin My (No Window),2
Standart,twin ,Other,Standart,Other,Standard,,,Twin No Window,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Park  View Room,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Park Room,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Park View  Room,2
shared ,twin ,Other,Standart,Other,Standard,,,"Twin Plus One Room, Shared Bathroom",2
shared ,twin ,Other,Standart,Other,Standard,,,Twin Private (Shared Bathroom),2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Private Loft Room,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room - 2 Beds,2
Standart,twin single ,Other,Standart,Other,Standard,,,Twin Room - 2 Single Beds,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room - Budget,2
shared ,twin ,Other,Standart,Other,Standard,,,Twin Room - Budget - Shared Bath,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room - Bunk Bed,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room - Business,2
Standart,twin ,Other,Standart,city ,Standard,,,Twin Room - City View,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room - Comfort,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room - Economy,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room - Female Only,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room - Grand,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room - Loft,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room - Marina View,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room - No View,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room - No Window,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room - Pacific,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room - Panoramic,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room - Park View,2
Standart,twin ,Other,Standart,River,Standard,,,Twin Room - River View,2
Standart,twin ,Other,Standart,sea,Standard,,,Twin Room - Sea View,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room - Signature,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room - Tower,2
Standart,twin single ,Other,Standart,Other,Standard,,,Twin Room (2 Single Beds),2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room (Bunk Bed),2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room (No Windows),2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room (Private Room - Bunk Bed),2
shared ,twin ,Other,Standart,Other,Standard,,,Twin Room 1 Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room No Window,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room No Windows,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room Non Smoking,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room Tower 2,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room With Air-Con,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room With Garden View,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room With Private Bathroom,2
shared ,twin ,Other,Standart,Other,Standard,,,Twin Room With Shared  Bathroom,2
shared ,twin ,Other,Standart,Other,Standard,,,Twin Room With Shared Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room With Shower,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Room With Window,2
Standart,twin double ,Other,Standart,Other,Standard,,,"Twin Room, 1 Double Bed, Smoking",2
Standart,twin double ,Other,Standart,Other,Standard,,,"Twin Room, 2 Double Beds (Free One-Way Airport Transfer)",2
Standart,twin twin ,Other,Standart,Other,Standard,,,"Twin Room, 2 Twin Beds",2
Standart,twin twin ,Other,Standart,Other,Standard,,,"Twin Room, 2 Twin Beds (Park)",2
Standart,twin twin ,Other,Standart,Other,Standard,,,"Twin Room, 2 Twin Beds, No Windows",2
Standart,twin ,Other,Standart,Other,Standard,,,"Twin Room, Lake View, Overwater (Panoramic)",2
Standart,twin ,Other,Standart,Other,Standard,,,"Twin Room, No Windows",2
Standart,twin ,Other,Standart,Other,Standard,,,"Twin Room, No Windows (Hollywood)",2
Standart,twin ,Other,Standart,Other,Standard,,,"Twin Room, Non Smoking",2
shared ,twin ,Other,Standart,Other,Standard,,,"Twin Room, Shared Bathroom",2
shared ,twin ,Other,Standart,Other,Standard,,,"Twin Room, Shared Bathroom (Private)",2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Run Of The House,2
share ,twin ,Other,Standart,Other,Standard,,,Twin Share Bathroom,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Sharing,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Sharing Room,2
Standart,twin twin ,Other,Standart,Other,Standard,,,Twin Signature Twin,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Silka Room,2
Standart,twin single ,Other,Standart,Other,Standard,,,Twin Single,2
Standart,twin single ,Other,Standart,Other,Standard,,,Twin Single Bed,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Skyline,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Standard,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Standard Holiwood Without Window,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Standard No Window,2
pool ,twin ,Other,Standart,Other,Standard,,,Twin Standard Pool View,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Standard-Without Window,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Swiss Avantage,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Tower View,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Towers View,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Towers View Room (Formerly Grand Towers View Room),2
Standart,twin twin ,Other,Standart,Other,Standard,,,Twin Twin Beds Standard,2
Standart,twin twin ,Other,Standart,Other,Standard,,,Twin Twin Standard,2
Standart,twin twin ,Other,Standart,Other,Standard,,,Twin Twin Towers View Room,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Two Beds,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Urban,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin Urban Den,2
Standart,twin ,Other,Standart,Other,Standard,,,Twin With Balcony,2
