bedType,bed,roomType,view,master_room_type,,room_name,stt
,,Standart,,Standard,,Sleep Three Convertible,2
,,Standart,,Standard,,Sleep Tight,2
,,Standart,,Standard,,Sleep Two L,2
,,Standart,,Standard,,Sleep Two M,2
,,Standart,,Standard,,Sleep Two Xl,2
,,Standart,,Standard,,Slender,2
,,Standart,,Standard,,Slender Room,2
,,Standart,,Standard,,Small Room,2
,,Standart,,Standard,,Small Room Bunk With Shared Bathroom - No Window,2
,,Standart,,Standard,,Smart Room Queen,2
double ,,Standart,city ,Standard,,So Comfy Park Or City View Double Room,2
twin ,,Standart,city ,Standard,,So Comfy Park Or City View Twin Room,2
,,Standart,,Standard,,So Cosy,2
,,Standart,,Standard,,So Cosy Room 1 King Bed,2
double ,,Standart,city ,Standard,,So Cozy City View Double Room,2
twin ,,Standart,city ,Standard,,So Cozy City View Twin Room,2
,,Standart,,Standard,,So Lofty King Room - Heritage Wing,2
,,Standart,,Standard,,So Urban,2
,,Standart,,Standard,,So Urban King Room - Heritage Wing,2
,,Standart,,Standard,,Spa Cottage,2
,,Standart,,Standard,,Spazzio,2
,,Standart,,Standard,,Special Deal,2
,,Standart,,Standard,,Spectacular Room,2
,,Standart,,Standard,,Spectacular Room With King Bed,2
,,Standart,,Standard,,"Spectacular Room, 1 King Bed",2
,,Standart,,Standard,,Splash Room,2
double ,,Standart,,Standard,,Splendid Double,2
double ,,Standart,,Standard,,St Augustine Double Room,2
twin ,,Standart,,Standard,,St Gildas Twin Room,2
double ,,Standart,,Standard,,St Joseph Double Room,2
,,Standart,,Standard,,St. Augustine,2
,,Standart,,Standard,,St. Joseph With Street View,2
,,Standart,,Standard,,St. Regis Suite,2
,,Standart,,Standard,,St. Regis Suites,2
double ,,Standart,,Standard,,Stadard Double,2
double ,,Standart,,Standard,,Stadard Double Room,2
,,Standart,,Standard,,Stand Queen Room,2
,,Standart,,Standard,,Standand Queen Room,2
double ,,Standart,,Standard,,Standard  Double Room With Ac,2
double ,,Standart,,Standard,,Standard - 1 Double,2
,,Standart,,Standard,,Standard - 1-Bedroom,2
,,Standart,,Standard,,Standard - 3 Persons Only,2
,,Standart,,Standard,,Standard - 4 Persons,2
,,Standart,,Standard,,Standard - Air Conditioning,2
,,Standart,,Standard,,Standard - Check-In/Out Time Restriction Apply,2
double ,,Standart,,Standard,,Standard - Double Bed,2
,,Standart,,Standard,,Standard - Fan,2
,,Standart,,Standard,,Standard - No Window,2
,,Standart,,Standard,,Standard - Non-Smoking,2
,,Standart,,Standard,,Standard - Queen Bed,2
,,Standart,,Standard,,Standard - Room Only,2
twin ,,Standart,,Standard,,Standard - Twin,2
twin ,,Standart,,Standard,,Standard - Twin Bed,2
,,Standart,,Standard,,Standard - Xs,2
,,Standart,,Standard,,Standard ( No Window ),2
,,Standart,,Standard,,Standard (Cozy).,2
,,Standart,,Standard,,Standard (Internal Window),2
,,Standart,,Standard,,Standard (No Window),2
,,Standart,,Standard,,Standard (Non-Smoking),2
,,Standart,,Standard,,Standard (Roh),2
,,Standart,,Standard,,Standard (Room Only),2
,,Standart,,Standard,,Standard (Shared Bathroom),2
,,Standart,,Standard,,Standard (Without Window),2
,,Standart,,Standard,,Standard + Breakfast,2
double ,,Standart,,Standard,,Standard 1 Double Bed,2
double ,,Standart,,Standard,,Standard 1 Double Bed - No Smoking,2
double single ,,Standart,,Standard,,Standard 1 Double Bed Or 2 Single Beds,2
,,Standart,,Standard,,Standard 1 Queen Bed,2
,,Standart,,Standard,,Standard 2 Bedroom,2
,,Standart,,Standard,,Standard 4-Bed Room,2
,,Standart,,Standard,,Standard A,2
,,Standart,,Standard,,Standard Accessible,2
,,Standart,,Standard,,Standard Air Conditioning,2
double ,,Standart,,Standard,,Standard Air Conditioning - Double Bed,2
,,Standart,,Standard,,Standard Air Room,2
,,Standart,,Standard,,Standard B,2
,,Standart,,Standard,,Standard Bedroom,2
,,Standart,,Standard,,Standard Big Room,2
double ,,Standart,,Standard,,Standard Budget Double Bed,2
,,Standart,,Standard,,Standard Bunk Bed,2
,,Standart,,Standard,,Standard Bunk Bed Room,2
,,Standart,,Standard,,Standard C,2
,,Standart,,Standard,,Standard Canal View,2
,,Standart,city ,Standard,,Standard City View,2
,,Standart,city ,Standard,,Standard City View Room,2
,,Standart,,Standard,,Standard Corner,2
,,Standart,,Standard,,Standard Corner Room,2
,,Standart,,Standard,,Standard Day Room (8am To 6pm),2
,,Standart,,Standard,,Standard Doube Room,2
double ,,Standart,,Standard,,Standard Double : Bali Hut,2
double ,,Standart,,Standard,,Standard Double : French Vintage,2
double ,,Standart,,Standard,,Standard Double (No Window),2
double ,,Standart,,Standard,,Standard Double (Non-Smoking),2
double ,,Standart,,Standard,,Standard Double (Private Bathroom Outside),2
double ,,Standart,,Standard,,Standard Double Air Conditioning,2
double ,,Standart,,Standard,,Standard Double Bed,2
double ,,Standart,,Standard,,Standard Double Bed (No Window),2
double ,,Standart,,Standard,,Standard Double Bed (Shared Bathroom),2
double ,,Standart,,Standard,,Standard Double Bed Non-Smoking Room,2
double ,,Standart,,Standard,,Standard Double Bed Private Outside Bathroom,2
double ,,Standart,,Standard,,Standard Double Bed Room,2
double ,,Standart,,Standard,,Standard Double Loft Room,2
double ,,Standart,,Standard,,Standard Double No View,2
double ,,Standart,,Standard,,Standard Double No Window,2
double ,,Standart,,Standard,,Standard Double Non-Smoking,2
double twin  ,,Standart,,Standard,,Standard Double Or Twin (With Private Bathroom),2
double twin  ,,Standart,,Standard,,Standard Double Or Twin Room (Interior Window),2
double twin  ,,Standart,,Standard,,"Standard Double Or Twin Room, 1 Bedroom",2
double twin  ,,Standart,city ,Standard,,"Standard Double Or Twin Room, 1 Bedroom, City View",2
double twin  ,,Standart,,Standard,,"Standard Double Or Twin Room, 1 Queen Bed",2
double twin  ,,Standart,,Standard,,"Standard Double Or Twin Room, Smoking",2
double ,,Standart,,Standard,,Standard Double Room - Loft,2
double ,,Standart,,Standard,,Standard Double Room ( A  ),2
double ,,Standart,,Standard,,Standard Double Room ( B ),2
double ,,Standart,,Standard,,Standard Double Room (1 Big Bed Only),2
double ,,Standart,,Standard,,Standard Double Room (Free Airport Pick Up),2
double ,,Standart,,Standard,,Standard Double Room (Free One Way Airport Pick-Up),2
double ,,Standart,,Standard,,Standard Double Room (No Window),2
double ,,Standart,,Standard,,Standard Double Room (Window),2
double ,,Standart,,Standard,,Standard Double Room (With Window),2
double ,,Standart,,Standard,,Standard Double Room No Breakfast,2
double ,,Standart,,Standard,,Standard Double Room Only,2
double ,,Standart,,Standard,,Standard Double Room Private Bathroom,2
double ,,Standart,,Standard,,Standard Double Room River View,2
double single ,,Standart,,Standard,,"Standard Double Room Single Use, 1 Queen Bed, Shared Bathroom",2
double ,,Standart,,Standard,,Standard Double Room With Air Condition,2
double ,,Standart,,Standard,,Standard Double Room With Balcony,2
double ,,Standart,,Standard,,Standard Double Room With Breakfast,2
double ,,Standart,,Standard,,Standard Double Room With Pool View,2
double ,,Standart,,Standard,,Standard Double Room With Shared Bathroom,2
double ,,Standart,,Standard,,Standard Double Room With Shower,2
double ,,Standart,,Standard,,Standard Double Room With Window,2
double ,,Standart,,Standard,,Standard Double Room With Windows,2
double ,,Standart,,Standard,,Standard Double Room Without Window,2
double ,,Standart,,Standard,,"Standard Double Room, 1 Bedroom",2
double ,,Standart,city ,Standard,,"Standard Double Room, 1 Bedroom, City View",2
double ,,Standart,,Standard,,"Standard Double Room, 1 Double Bed",2
double ,,Standart,,Standard,,"Standard Double Room, 1 Double Bed, Private Bathroom",2
double ,,Standart,,Standard,,"Standard Double Room, 1 Double Bed, Shared Bathroom",2
double ,,Standart,,Standard,,"Standard Double Room, 1 Full Bed, Accessible, Ensuite",2
double ,,Standart,,Standard,,"Standard Double Room, 1 King Bed",2
double ,,Standart,,Standard,,"Standard Double Room, 1 King Bed, Non Smoking",2
double ,,Standart,,Standard,,"Standard Double Room, 1 King Or 1 Queen Bed",2
double ,,Standart,,Standard,,"Standard Double Room, 1 Queen Bed",2
double ,,Standart,,Standard,,"Standard Double Room, 1 Queen Bed, No Windows",2
double ,,Standart,,Standard,,"Standard Double Room, 1 Queen Bed, Non Smoking, Private Bathroom",2
double ,,Standart,,Standard,,"Standard Double Room, 5 Bedrooms, Smoking",2
double ,,Standart,,Standard,,"Standard Double Room, Balcony",2
double ,,Standart,city ,Standard,,"Standard Double Room, City View",2
double ,,Standart,,Standard,,"Standard Double Room, Garden View",2
double ,,Standart,,Standard,,"Standard Double Room, No View",2
double ,,Standart,,Standard,,"Standard Double Room, No Windows",2
double ,,Standart,,Standard,,"Standard Double Room, Poolside",2
double ,,Standart,,Standard,,"Standard Double Room, Private Bathroom",2
double ,,Standart,,Standard,,"Standard Double Room, Shared Bathroom",2
double ,,Standart,,Standard,,Standard Double Shared Bathroom,2
double ,,Standart,,Standard,,Standard Double With Balcony,2
double ,,Standart,,Standard,,Standard Double With Breakfast,2
double ,,Standart,,Standard,,Standard Double With Shared Bathroom,2
double ,,Standart,,Standard,,Standard Double With Window,2
double ,,Standart,,Standard,,Standard Double Without Window,2
double twin  ,,Standart,,Standard,,Standard Double/ Twin Room,2
,,Standart,,Standard,,Standard Executive Room,2
,,Standart,,Standard,,Standard Familly Room,2
,,Standart,,Standard,,Standard Fan,2
,,Standart,,Standard,,Standard Fan Room,2
,,Standart,,Standard,,Standard High Floor,2
,,Standart,,Standard,,Standard Hot Deal,2
,,Standart,,Standard,,Standard King,2
,,Standart,,Standard,,Standard King Bed,2
,,Standart,,Standard,,Standard King Bed (No Window),2
,,Standart,,Standard,,Standard King Bed Include Breakfast,2
,,Standart,,Standard,,Standard King No Window,2
,,Standart,,Standard,,Standard King Room,2
,,Standart,,Standard,,Standard Low Floor Room - Non-Smoking,2
,,Standart,,Standard,,Standard No Breakfast,2
,,Standart,,Standard,,Standard No Window,2
,,Standart,,Standard,,Standard No Window King Bed,2
,,Standart,,Standard,,Standard One King Bed,2
,,Standart,,Standard,,Standard Park View Room,2
,,Standart,,Standard,,Standard Plus Balcony,2
,,Standart,,Standard,,Standard Quadruple Room,2
,,Standart,,Standard,,Standard Quadruple Room With Shared Bathroom,2
double ,,Standart,,Standard,,"Standard Quadruple Room, 2 Double Beds",2
,,Standart,,Standard,,"Standard Quadruple Room, Poolside",2
,,Standart,,Standard,,"Standard Quadruple Room, Private Bathroom",2
,,Standart,,Standard,,Standard Queen,2
,,Standart,,Standard,,Standard Queen - No Window,2
,,Standart,,Standard,,Standard Queen (No Window),2
,,Standart,,Standard,,Standard Queen (With Window),2
,,Standart,,Standard,,Standard Queen Bed,2
,,Standart,city ,Standard,,Standard Queen City View,2
,,Standart,,Standard,,Standard Queen Hot Deal,2
,,Standart,,Standard,,Standard Queen No Window,2
,,Standart,,Standard,,Standard Queen Room,2
,,Standart,,Standard,,Standard Queen Room - Shared Bathroom And Toilet,2
,,Standart,,Standard,,Standard Queen Window,2
,,Standart,,Standard,,Standard Queen With Window,2
,,Standart,,Standard,,Standard Queen Without Window,2
,,Standart,,Standard,,Standard Queen.,2
,,Standart,,Standard,,Standard Room  - Smoking,2
,,Standart,,Standard,,Standard Room - 2 Persons,2
,,Standart,,Standard,,Standard Room - Breakfast Included,2
,,Standart,,Standard,,Standard Room - Free Unlimited Wi-Fi,2
,,Standart,,Standard,,Standard Room - No Window,2
,,Standart,,Standard,,Standard Room - Super Saver,2
,,Standart,,Standard,,Standard Room (22 Smq),2
single ,,Standart,,Standard,,Standard Room (3 Single Beds),2
double ,,Standart,,Standard,,Standard Room (Double),2
,,Standart,,Standard,,Standard Room (Good Food Promo),2
,,Standart,,Standard,,Standard Room (Inner Window),2
,,Standart,,Standard,,Standard Room (L),2
,,Standart,,Standard,,Standard Room (M),2
,,Standart,,Standard,,Standard Room (Maxi),2
,,Standart,,Standard,,Standard Room (Medi),2
,,Standart,,Standard,,Standard Room (Mini),2
,,Standart,,Standard,,Standard Room (Mono),2
,,Standart,,Standard,,Standard Room (No View),2
,,Standart,,Standard,,Standard Room (No Window),2
,,Standart,,Standard,,Standard Room (Normal Room),2
,,Standart,,Standard,,Standard Room (Premium Room),2
,,Standart,,Standard,,Standard Room (Queen Bed),2
,,Standart,,Standard,,Standard Room (Room Only),2
,,Standart,,Standard,,Standard Room (S),2
,,Standart,,Standard,,Standard Room (Urban),2
,,Standart,,Standard,,Standard Room (Windowless),2
,,Standart,,Standard,,Standard Room (Windowless).,2
,,Standart,,Standard,,Standard Room (With Window),2
,,Standart,,Standard,,Standard Room (Xs),2
single ,,Standart,,Standard,,Standard Room 3 Single Beds,2
,,Standart,,Standard,,Standard Room 6 Hours,2
,,Standart,,Standard,,Standard Room 6 Hours Stay,2
,,Standart,,Standard,,Standard Room A,2
,,Standart,,Standard,,Standard Room For 2 People,2
,,Standart,,Standard,,Standard Room For 3 Persons,2
,,Standart,,Standard,,Standard Room No Window,2
,,Standart,,Standard,,Standard Room No Window - Room Only,2
,,Standart,,Standard,,Standard Room Nonsmoking,2
,,Standart,,Standard,,Standard Room Old Building,2
,,Standart,,Standard,,Standard Room On 3rd Tower,2
,,Standart,,Standard,,Standard Room Only,2
,,Standart,,Standard,,Standard Room Queen Bed,2
,,Standart,,Standard,,Standard Room Shared Bathroom,2
twin ,,Standart,,Standard,,Standard Room Twin,2
,,Standart,,Standard,,Standard Room Window,2
double ,,Standart,,Standard,,Standard Room With 1 Double Bed,2
,,Standart,,Standard,,Standard Room With Air And Balcony,2
,,Standart,,Standard,,Standard Room With Aircon,2
,,Standart,,Standard,,Standard Room With Balcony,2
,,Standart,,Standard,,Standard Room With Bathtub,2
,,Standart,,Standard,,Standard Room With Breakfast,2
,,Standart,,Standard,,Standard Room With Breakfast (Smoking Room),2
,,Standart,,Standard,,Standard Room With Fan,2
,,Standart,,Standard,,Standard Room With Free Minibar And Handy Phone,2
,,Standart,,Standard,,Standard Room With Free Snack Bar 24hrs,2
,,Standart,,Standard,,Standard Room With Private Shower ( Shared Toilet ),2
,,Standart,,Standard,,Standard Room With Queen Bed,2
twin ,,Standart,,Standard,,Standard Room With Twin Beds,2
,,Standart,,Standard,,Standard Room With Window,2
,,Standart,,Standard,,Standard Room With Window And Balcony,2
,,Standart,,Standard,,Standard Room Without Tv,2
,,Standart,,Standard,,Standard Room Without Window,2
,,Standart,,Standard,,"Standard Room, 1 Bedroom",2
,,Standart,,Standard,,"Standard Room, 1 Bedroom, Non Smoking",2
double ,,Standart,,Standard,,"Standard Room, 1 Double Bed",2
double ,,Standart,,Standard,,"Standard Room, 1 Double Bed (Shared Bathroom)",2
double ,,Standart,,Standard,,"Standard Room, 1 Double Bed, Balcony",2
double ,,Standart,,Standard,,"Standard Room, 1 Double Bed, No Windows",2
double ,,Standart,,Standard,,"Standard Room, 1 Double Bed, Non Smoking",2
double single ,,Standart,,Standard,,"Standard Room, 1 Double Or 2 Single Beds",2
double twin  ,,Standart,,Standard,,"Standard Room, 1 Double Or 2 Twin Beds",2
,,Standart,,Standard,,"Standard Room, 1 King Bed",2
,,Standart,,Standard,,"Standard Room, 1 King Bed, Corner",2
,,Standart,,Standard,,"Standard Room, 1 King Bed, Non Smoking",2
,,Standart,,Standard,,"Standard Room, 1 Queen Bed",2
,,Standart,,Standard,,"Standard Room, 1 Queen Bed (Merchant)",2
,,Standart,,Standard,,"Standard Room, 1 Queen Bed (Park)",2
,,Standart,,Standard,,"Standard Room, 1 Queen Bed (Quay)",2
,,Standart,,Standard,,"Standard Room, 1 Queen Bed (Window In Washroom)",2
,,Standart,,Standard,,"Standard Room, 1 Queen Bed (With Extra Benefits )",2
,,Standart,,Standard,,"Standard Room, 1 Queen Bed, Canal View",2
,,Standart,city ,Standard,,"Standard Room, 1 Queen Bed, City View",2
,,Standart,,Standard,,"Standard Room, 1 Queen Bed, No Windows",2
,,Standart,,Standard,,"Standard Room, 1 Queen Bed, No Windows (Members Special)",2
,,Standart,,Standard,,"Standard Room, 1 Queen Bed, Non Smoking",2
,,Standart,,Standard,,"Standard Room, 1 Queen Bed, Shared Bathroom",2
,,Standart,,Standard,,"Standard Room, 1 Queen Bed, Smoking",2
double ,,Standart,,Standard,,"Standard Room, 2 Double Beds, Connecting Rooms",2
,,Standart,,Standard,,"Standard Room, 2 Queen Beds, Non Smoking",2
single ,,Standart,,Standard,,"Standard Room, 2 Single Beds, Non Smoking",2
twin ,,Standart,,Standard,,"Standard Room, 2 Twin Beds",2
single twin ,,Standart,,Standard,,"Standard Room, 2 Twin Beds (2 Single Beds)",2
twin ,,Standart,,Standard,,"Standard Room, 2 Twin Beds, Canal View",2
twin ,,Standart,,Standard,,"Standard Room, 2 Twin Beds, Non Smoking",2
,,Standart,,Standard,,"Standard Room, Balcony",2
,,Standart,city ,Standard,,"Standard Room, Balcony, City View",2
,,Standart,city ,Standard,,"Standard Room, City View",2
,,Standart,,Standard,,"Standard Room, No View",2
,,Standart,,Standard,,"Standard Room, No Windows",2
,,Standart,,Standard,,"Standard Room, Non Smoking",2
,,Standart,city ,Standard,,"Standard Room, Non Smoking, City View",2
,,Standart,city ,Standard,,"Standard Room, Only City View On 2nd Or 3rd Floor",2
,,Standart,,Standard,,"Standard Room, Pool View, Ground Floor",2
,,Standart,,Standard,,"Standard Room, River View",2
,,Standart,,Standard,,"Standard Room, Smoking",2
,,Standart,,Standard,,"Standard Room, Terrace",2
,,Standart,,Standard,,"Standard Room, Window",2
,,Standart,,Standard,,Standard Rooms,2
,,Standart,,Standard,,Standard Sgl/Twn,2
,,Standart,,Standard,,Standard Share Bathroom,2
,,Standart,,Standard,,Standard Shared Bathroom,2
double single ,,Standart,,Standard,,Standard Single Or Double Room,2
double ,,Standart,,Standard,,Standard Small Double,2
double ,,Standart,,Standard,,Standard Small Double With Shared Bathroom,2
single ,,Standart,,Standard,,Standard Street View 2 Single Beds Include Breakfast,2
,,Standart,,Standard,,Standard Street View King Bed  Include Breakfast,2
,,Standart,,Standard,,Standard Super Saver,2
,,Standart,,Standard,,Standard Tatami Room,2
,,Standart,,Standard,,Standard Tower A,2
triple ,,Standart,,Standard,,Standard Triple,2
triple ,,Standart,,Standard,,Standard Triple  Room ,2
triple ,,Standart,,Standard,,Standard Triple (No View),2
triple ,,Standart,,Standard,,Standard Triple Bed,2
triple ,,Standart,,Standard,,Standard Triple Bed Room,2
triple ,,Standart,,Standard,,Standard Triple Loft Room,2
triple ,,Standart,,Standard,,Standard Triple No Window,2
triple ,,Standart,,Standard,,Standard Triple Room,2
triple ,,Standart,,Standard,,Standard Triple Room (3 Adults),2
triple ,,Standart,,Standard,,Standard Triple Room (Price Per Room),2
triple ,,Standart,,Standard,,Standard Triple Room With Shared Bathroom,2
triple ,,Standart,,Standard,,"Standard Triple Room, 1 Bedroom, Refrigerator",2
triple twin ,,Standart,,Standard,,"Standard Triple Room, 3 Twin Beds",2
triple ,,Standart,,Standard,,"Standard Triple Room, Multiple Beds",2
triple ,,Standart,,Standard,,"Standard Triple Room, Poolside",2
triple ,,Standart,,Standard,,"Standard Triple Room, Private Bathroom",2
twin ,,Standart,,Standard,,Standard Twin,2
twin ,,Standart,,Standard,,Standard Twin - Bunk Bed,2
twin ,,Standart,,Standard,,Standard Twin - Bunk Bed With No Window,2
twin ,,Standart,,Standard,,Standard Twin - No Window,2
twin ,,Standart,,Standard,,Standard Twin Bed,2
twin ,,Standart,,Standard,,Standard Twin Bed - No Window,2
twin ,,Standart,,Standard,,Standard Twin Bed (No Window),2
twin ,,Standart,,Standard,,Standard Twin Bed Hot Deal,2
twin ,,Standart,,Standard,,Standard Twin Bed No Window,2
twin ,,Standart,,Standard,,Standard Twin Bed Room,2
twin ,,Standart,,Standard,,Standard Twin Bed With Window,2
twin ,,Standart,,Standard,,Standard Twin No Window,2
twin ,,Standart,,Standard,,Standard Twin Non-Smoking,2
single twin ,,Standart,,Standard,,Standard Twin Room (2 Single Bed),2
twin ,,Standart,,Standard,,Standard Twin Room (2 Super Singles),2
twin ,,Standart,,Standard,,Standard Twin Room (Free One Way Airport Pick-Up),2
twin ,,Standart,,Standard,,Standard Twin Room (No Window),2
twin ,,Standart,,Standard,,Standard Twin Room 02,2
twin ,,Standart,,Standard,,Standard Twin Room Hot Deal,2
twin ,,Standart,,Standard,,Standard Twin Room River View,2
twin ,,Standart,city ,Standard,,Standard Twin Room With City View,2
twin ,,Standart,,Standard,,Standard Twin Room With Pool View,2
twin ,,Standart,,Standard,,Standard Twin Room With Shared Bathroom,2
twin ,,Standart,,Standard,,"Standard Twin Room With Shared Bathroom, Without Window",2
twin ,,Standart,,Standard,,"Standard Twin Room, 2 Bedrooms, Smoking",2
single twin ,,Standart,,Standard,,"Standard Twin Room, 2 Single Beds",2
twin ,,Standart,,Standard,,"Standard Twin Room, 2 Twin Beds",2
twin ,,Standart,city ,Standard,,"Standard Twin Room, 2 Twin Beds, City View",2
twin ,,Standart,,Standard,,"Standard Twin Room, 2 Twin Beds, No Windows",2
twin ,,Standart,,Standard,,"Standard Twin Room, No View",2
twin ,,Standart,,Standard,,"Standard Twin Room, No Windows",2
twin ,,Standart,city ,Standard,,"Standard Twin Room, Non Smoking, City View",2
twin ,,Standart,,Standard,,"Standard Twin Room, Shared Bathroom",2
twin ,,Standart,,Standard,,Standard Twin Room( Shared Bathroom ),2
twin ,,Standart,,Standard,,Standard Twin With Balcony,2
twin ,,Standart,,Standard,,Standard Twin With Breakfast,2
twin ,,Standart,,Standard,,Standard Twin With Shared Bathroom,2
twin ,,Standart,,Standard,,Standard Twin With Window,2
,,Standart,,Standard,,Standard V,2
,,Standart,,Standard,,Standard View Room,2
,,Standart,,Standard,,Standard Window,2
,,Standart,,Standard,,Standard With 1 King Bed,2
,,Standart,,Standard,,Standard With Breakfast,2
double ,,Standart,,Standard,,Standard With Breakfast Double Bed,2
,,Standart,,Standard,,Standard With Window,2
,,Standart,,Standard,,"Standard, No Kitchen",2
,,Standart,city ,Standard,,"Standard, Only City View On 1st Floor",2
,,Standart,,Standard,,"Standard, Only Front View  On  2nd  &Amp; 3rd Floor",2
,,Standart,,Standard,,"Standard, With Kitchen",2
,,Standart,,Standard,,Star,2
,,Standart,,Standard,,Stardard Room,2
,,Standart,,Standard,,Stardard Room C,2
,,Standart,,Standard,,Stilt House,2
double ,,Standart,,Standard,,Stylish Double Room,2
,,Standart,,Standard,,Stylish Duo Room,2
,,Standart,,Standard,,Suasana Suites 2 Bedrooms,2
,,Standart,,Standard,,Suasana Suites 3 Bedrooms,2
,,Standart,,Standard,,Sukhothai Suites - Breakfast Included,2
,,Standart,,Standard,,Sukhothai Suites - Breakfast Included Non Refundable,2
,,Standart,,Standard,,Sultan Room,2
,,Standart,,Standard,,Supeior King Room With Round Bed,2
double ,,Standart,,Standard,,Super Double,2
twin ,,Standart,,Standard,,Super Twin Room,2
,,Standart,,Standard,,Sweet,2
,,Standart,,Standard,,Sweet Room,2
,,Standart,,Standard,,Swiss Advantage Room,2
,,Standart,,Standard,,"Swiss Advantage Room, 1 King Bed, Non Smoking",2
twin ,,Standart,,Standard,,"Swiss Advantage Room, 2 Twin Beds, Non Smoking",2
,,Standart,city ,Standard,,"Swiss Advantage Room, City View",2
,,Standart,,Standard,,Swiss Premier Room,2
,,Standart,,Standard,,T Room,2
,,Standart,,Standard,,Take Me To The Garden,2
twin ,,Standart,,Standard,,Tamarind Sweet Twin Room,2
,,Standart,,Standard,,Tatami Bad,2
double ,,Standart,,Standard,,Tatami Double,2
,,Standart,,Standard,,Tatami Room,2
,,Standart,,Standard,,Terrace Garden View,2
,,Standart,,Standard,,Terrace Room,2
,,Standart,,Standard,,Thai Style,2
,,Standart,,Standard,,The Garden,2
,,Standart,,Standard,,The Level,2
,,Standart,,Standard,,The Level Room,2
,,Standart,,Standard,,The Loft,2
,,Standart,,Standard,,The Moonlight,2
,,Standart,,Standard,,The Nest,2
,,Standart,,Standard,,The Oriental Room (3d),2
,,Standart,,Standard,,The Pillars One Bedroom Residences,2
,,Standart,,Standard,,The Reading,2
,,Standart,,Standard,,The Sandpipers Family Nest,2
,,Standart,,Standard,,The Standard,2
,,Standart,,Standard,,The Standard - Queen,2
,,Standart,,Standard,,The Standard (No Window),2
,,Standart,,Standard,,The Straits Room,2
,,Standart,,Standard,,The Stripe Room (3b),2
,,Standart,,Standard,,Theme Room,2
double ,,Standart,,Standard,,Themed Double,2
,,Standart,,Standard,,Themed Room,2
,,Standart,,Standard,,Three Bedroom,2
,,Standart,,Standard,,Three Bedroom Residensi,2
,,Standart,,Standard,,Times Standard,2
,,Standart,city ,Standard,,Tonson City View,2
,,Standart,,Standard,,Topfloor 1 Bedroom,2
,,Standart,,Standard,,Tower,2
,,Standart,,Standard,,Tower View King,2
,,Standart,,Standard,,Towers View,2
,,Standart,,Standard,,Towers View + Breakfast,2
twin ,,Standart,,Standard,,Traders Twin Tower View,2
,,Standart,,Standard,,Trendy,2
double ,,Standart,,Standard,,Trendy Double,2
double ,,Standart,,Standard,,Trendy Room Double - Building B,2
,,Standart,,Standard,,Trio,2
triple ,,Standart,,Standard,,Triple,2
triple double single ,,Standart,,Standard,,Triple - 1 Double + 1 Single Bed,2
triple double single ,,Standart,,Standard,,Triple - 1 Double Bed + 1 Single Bed,2
triple double single ,,Standart,,Standard,,Triple - 1 Double Bed 1 Single Rollaway Bed,2
triple single ,,Standart,,Standard,,Triple - 2 Single Beds + 1 Extra Bed,2
triple single ,,Standart,,Standard,,Triple - 3 Single Beds,2
triple single ,,Standart,,Standard,,Triple - 3 Single Beds Non-Smoking,2
triple ,,Standart,,Standard,,Triple - Bunk Bed Style,2
triple ,,Standart,,Standard,,Triple (3 Adults),2
triple ,,Standart,,Standard,,Triple (No Window),2
triple single ,,Standart,,Standard,,Triple 3 Single,2
triple single ,,Standart,,Standard,,Triple 3 Single Beds,2
triple ,,Standart,,Standard,,"Triple Alcove, Non-Private Bathroom",2
triple ,,Standart,,Standard,,Triple Bay View,2
triple ,,Standart,,Standard,,Triple Bed,2
triple ,,Standart,,Standard,,Triple Bed With Shared Bathroom,2
triple ,,Standart,,Standard,,Triple Bedroom,2
triple ,,Standart,city ,Standard,,Triple City View,2
triple ,,Standart,,Standard,,Triple Guest Room,2
triple ,,Standart,,Standard,,Triple Malaysian,2
triple ,,Standart,,Standard,,Triple My,2
triple ,,Standart,,Standard,,Triple Private,2
triple double single ,,Standart,,Standard,,Triple Room - 1 Double + 1 Single,2
triple double single ,,Standart,,Standard,,Triple Room - 1 Double Bed + 1 Single Bed,2
triple single ,,Standart,,Standard,,Triple Room - 3 Single Beds,2
triple ,,Standart,,Standard,,Triple Room - Balcony,2
triple ,,Standart,city ,Standard,,Triple Room - City View,2
triple ,,Standart,,Standard,,Triple Room - Grand,2
triple ,,Standart,,Standard,,Triple Room - Loft,2
triple ,,Standart,,Standard,,Triple Room - Non-Smoking,2
triple ,,Standart,park,Standard,,Triple Room - Park View,2
triple ,,Standart,,Standard,,Triple Room - Shared Bath,2
triple single ,,Standart,,Standard,,Triple Room (1 Queen + 1 Super Single),2
triple ,,Standart,,Standard,,Triple Room (3 Adults),2
triple ,,Standart,,Standard,,Triple Room (Hanoian Beauty),2
triple ,,Standart,city ,Standard,,Triple Room (Hanoian City Life),2
triple ,,Standart,,Standard,,Triple Room (Max 3 Pax),2
triple ,,Standart,,Standard,,Triple Room (No Window),2
triple ,,Standart,,Standard,,Triple Room (With Large Window),2
triple ,,Standart,,Standard,,Triple Room (With Private Bathroom),2
triple ,,Standart,,Standard,,Triple Room (Without Window),2
triple ,,Standart,,Standard,,Triple Room For 3 People,2
triple ,,Standart,,Standard,,Triple Room For 3 People - Non-Smoking,2
triple ,,Standart,,Standard,,Triple Room No Window,2
triple ,,Standart,,Standard,,Triple Room With Balcony,2
